,Chuva,Dia,DirVento,HBV,Hora,Pressao,Temperatura,Umidade,VelVento,estacao,CAPE,CIN,showalter,lift_index,k_index,total_totals,Wx,Wy,Day sin,Day cos,Year sin,Year cos
4774,0.0,2019-12-20,0.0,HBV,12:00:00,0.0,33.0,58.0,0.0,iraja,1415.0712848605708,-2.166594792925269,0.0,-277.0485846271808,33.4,44.6,0.0,0.0,6.171833133713194e-12,-1.0,-0.198651967453846,0.9800700974046276
4775,0.0,2019-12-20,0.0,HBV,13:00:00,0.0,34.7,54.0,0.0,iraja,1477.6450989770806,-3.4926654256344705,0.0,-277.16730330591764,33.61666666666667,44.75833333333333,0.0,0.0,-0.2588190450914612,-0.9659258262920317,-0.1979494195073035,0.9802122358534
4776,0.0,2019-12-20,0.0,HBV,14:00:00,0.0,34.4,55.0,0.0,iraja,1540.2189130935903,-4.8187360583436725,0.0,-277.2860219846545,33.83333333333333,44.91666666666667,0.0,0.0,-0.49999999999811584,-0.8660254037855265,-0.19724676985891082,0.980353870691714
4777,0.0,2019-12-20,0.0,HBV,15:00:00,0.0,33.3,60.0,0.0,iraja,1602.7927272101,-6.1448066910528745,0.0,-277.40474066339135,34.05,45.075,0.0,0.0,-0.7071067811812771,-0.7071067811918179,-0.1965440188696732,0.9804950018468006
4778,0.0,2019-12-20,0.0,HBV,16:00:00,0.0,32.6,62.0,0.0,iraja,1665.36654132661,-7.4708773237620765,0.0,-277.5234593421282,34.266666666666666,45.233333333333334,0.0,0.0,-0.8660254037780729,-0.5000000000110256,-0.19584116690064787,0.98063562924615
4779,0.0,2019-12-20,0.0,HBV,17:00:00,0.0,31.3,67.0,0.0,iraja,1727.9403554431199,-8.796947956471278,0.0,-277.64217802086506,34.483333333333334,45.391666666666666,0.0,0.0,-0.9659258262881735,-0.2588190451058603,-0.195138214312944,0.9807757528175111
4780,0.0,2019-12-20,0.0,HBV,18:00:00,0.0,30.1,70.0,0.0,iraja,1790.5141695596296,-10.123018589180479,0.0,-277.76089669960186,34.7,45.55,0.0,0.0,-1.0,-8.735177285307713e-12,-0.19443516146766665,0.9809153724889025
4781,0.0,2019-12-20,0.0,HBV,19:00:00,0.0,27.8,79.0,0.0,iraja,1853.0879836761394,-11.44908922188968,0.0,-277.8796153783387,34.916666666666664,45.708333333333336,0.0,0.0,-0.9659258262889289,0.25881904510304127,-0.1937320087261397,0.9810544881885689
4782,0.0,2019-12-20,0.0,HBV,20:00:00,0.0,27.1,81.0,0.0,iraja,1915.6617977926492,-12.775159854598883,0.0,-277.99833405707557,35.13333333333333,45.86666666666667,0.0,0.0,-0.8660254037868081,0.4999999999958959,-0.19302875644957104,0.9811930998450469
4783,0.0,2019-12-20,0.0,HBV,21:00:00,0.0,25.8,89.0,0.0,iraja,1978.2356119091592,-14.101230487308085,0.0,-278.1170527358124,35.35,46.025,0.0,0.0,-0.7071067811936305,0.7071067811794646,-0.19232540499927553,0.981331207387121
